Project_Name,Subproject,Site_ID,Source_ID,Source_Collector,Type_of_Source,Event_ID,Taxonomic_ID,Weight,Height,Length,Age,Health_Status,Symptoms,Variable_1,Variable_2,Variable_3,Empty,Notes
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMa,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,ILF,BBEZadults2014,Hverbana,5.069,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMb,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,ILF,BBEZadults2014,Hverbana,5.069,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7dF110914EMc,McClureE,Anterior,BBEZadults2014,Hverbana,5.069,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,ILF,BBEZadults2015,Hverbana,4.335,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Intestinum,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMa,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,ILF,BBEZadults2015,Hverbana,4.335,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,Intestinum,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,Cross,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,Cross,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,LateralCrop,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,LateralCrop,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,DorsalEpithelium,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMb,McClureE,VentralEpithelium,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,ILF,BBEZadults2015,Hverbana,4.335,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,Intestinum,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,Cross,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,Cross,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,LateralCrop,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,LateralCrop,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,Anterior,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,DorsalEpithelium,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa0d2F020415EMc,McClureE,VentralEpithelium,BBEZadults2015,Hverbana,4.335,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,ILF,BBEZadults2015,Hverbana,15.763,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Intestinum,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,ILF,BBEZadults2015,Hverbana,15.763,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,Intestinum,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,ILF,BBEZadults2015,Hverbana,15.763,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Intestinum,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa2d2F020615EMc,McClureE,Anterior,BBEZadults2015,Hverbana,15.763,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,ILF,BBEZadults2015,Hverbana,15.847,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Intestinum,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Lateral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMa,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Ventral, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,ILF,BBEZadults2015,Hverbana,15.847,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Intestinum,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Cross-section
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Lateral, crop out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,"Dorsal, epi out"
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMb,McClureE,Anterior,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,Anterior with sucker
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMc,McClureE,ILF,BBEZadults2015,Hverbana,15.847,,,A,,,,,,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BAa7d2F021115EMc,McClureE,Intestinum,BBEZadults2015,Hverbana,15.847,,,A,,,,,,no,
