Project_Name,Subproject,Site_ID,Event_ID,Source_ID,Sample_ID,Sample_Alt_Name,Sample_Type,Nucleic_Acids_ID,Storage_Location,Storage_Box,Sample_Collector,Fee,Grant_ID,Date_Billed,Fee_Collected,Date_Collected,Empty,Notes
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa2dF110414EMc,BAa2dF110414EMc4,BAa2dF110414EMc4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMai,BAa4dF110614EMa.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-06,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMau,BAa4dF110614EMa.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMa1,BAa4dF110614EMa1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMa2,BAa4dF110614EMa2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMa3,BAa4dF110614EMa3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMa4,BAa4dF110614EMa4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMa,BAa4dF110614EMa5,BAa4dF110614EMa5,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMbi,BAa4dF110614EMb.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-06,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMbu,BAa4dF110614EMb.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMb1,BAa4dF110614EMb1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMb2,BAa4dF110614EMb2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMb3,BAa4dF110614EMb3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMb6,BAa4dF110614EMb6,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMb,BAa4dF110614EMb7,BAa4dF110614EMb7,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMci,BAa4dF110614EMc.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-06,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMcu,BAa4dF110614EMc.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMc1,BAa4dF110614EMc1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMc2,BAa4dF110614EMc2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMc3,BAa4dF110614EMc3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa4dF110614EMc,BAa4dF110614EMc4,BAa4dF110614EMc4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-06,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMai,BAa7dF110914EMa.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-09,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMau,BAa7dF110914EMa.u,Anterior,,BPB436_-80,D09,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa1,BAa7dF110914EMa1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa2,BAa7dF110914EMa2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa3,BAa7dF110914EMa3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa4,BAa7dF110914EMa4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa5,BAa7dF110914EMa5,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa6,BAa7dF110914EMa6,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMa,BAa7dF110914EMa7,BAa7dF110914EMa7,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMbi,BAa7dF110914EMb.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-09,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMbu,BAa7dF110914EMb.u,Anterior,,BPB436_-80,D09,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb1,BAa7dF110914EMb1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb2,BAa7dF110914EMb2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb3,BAa7dF110914EMb3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb4,BAa7dF110914EMb4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb5,BAa7dF110914EMb5,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb6,BAa7dF110914EMb6,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMb,BAa7dF110914EMb7,BAa7dF110914EMb7,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMci,BAa7dF110914EMc.i,ILF,,OUT,OUT,McClureE,,,,,2014-11-09,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMcu,BAa7dF110914EMc.u,Anterior,,BPB436_-80,D09,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc1,BAa7dF110914EMc1,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc2,BAa7dF110914EMc2,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc3,BAa7dF110914EMc3,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc4,BAa7dF110914EMc4,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc5,BAa7dF110914EMc5,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc6,BAa7dF110914EMc6,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2014,BAa7dF110914EMc,BAa7dF110914EMc7,BAa7dF110914EMc7,Anterior,,BPB431,Embed01,McClureE,,,,,2014-11-09,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMai,BAa0d2F020415EMa.i,ILF,,OUT,OUT,McClureE,,,,,2015-02-04,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMau,BAa0d2F020415EMa.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMa1,BAa0d2F020415EMa1,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMa2,BAa0d2F020415EMa2,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMa3,BAa0d2F020415EMa3,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMa4,BAa0d2F020415EMa4,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMa,BAa0d2F020415EMa5,BAa0d2F020415EMa5,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMbi,BAa0d2F020415EMb.i,ILF,,OUT,OUT,McClureE,,,,,2015-02-04,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMbu,BAa0d2F020415EMb.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb1,BAa0d2F020415EMb1,Cross,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb2,BAa0d2F020415EMb2,Cross,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb3,BAa0d2F020415EMb3,LateralCrop,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb4,BAa0d2F020415EMb4,LateralCrop,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb5,BAa0d2F020415EMb5,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb6,BAa0d2F020415EMb6,DorsalEpithelium,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMb,BAa0d2F020415EMb7,BAa0d2F020415EMb7,VentralEpithelium,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMci,BAa0d2F020415EMc.i,ILF,,OUT,OUT,McClureE,,,,,2015-02-04,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMcu,BAa0d2F020415EMc.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc1,BAa0d2F020415EMc1,Cross,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc2,BAa0d2F020415EMc2,Cross,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc3,BAa0d2F020415EMc3,LateralCrop,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc4,BAa0d2F020415EMc4,LateralCrop,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc5,BAa0d2F020415EMc5,Anterior,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc6,BAa0d2F020415EMc6,DorsalEpithelium,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa0d2F020415EMc,BAa0d2F020415EMc7,BAa0d2F020415EMc7,VentralEpithelium,,BPB431,Embed01,McClureE,,,,,2015-02-04,no,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa2d2F020615EMa,BAa2d2F020615EMai,BAa2d2F020615EMa.i,ILF,,OUT,OUT,McClureE,,,,,2015-02-06,yes,
NIH_Leech_Microbiome,EnvInteract,BBEZ,BBEZadults2015,BAa2d2F020615EMa,BAa2d2F020615EMau,BAa2d2F020615EMa.u,Intestinum,,BPB436_-80,D09,McClureE,,,,,2015-02-06,no,
